"kingdom","phylum","class","order","family","genus","species","id","annotated_pident","best_identity","tot_reads","X2018625_1.EB31.05.19","X2018625_15","X2018625_2.LB29.05.19","X2018625_21","X2018625_22","X2018625_24","X2018625_25","X2018625_26","X2018625_29","X2018625_3","X2018625_32","X2018625_33","X2018625_34","X2018625_37","X2018625_39","X2018625_40","X2018625_41","X2018625_5","X2018625_8","X2020611_131","X2020611_132","X2020611_133","X2020611_134","X2020611_135","X2020611_136","X2020611_139","X2020611_140","X2020611_141","X2020611_142","X2020611_143","X2020611_144","X2020611_145","X2020611_147","X2020611_148","X2020611_149","X2020611_150","X2020611_151","X2020611_152","X2020611_EB11042022","X2020611_LB11042022","X2020611_LB13042022","X2021607_146","X2021607_148","X2021607_149","X2021607_150","X2021607_151","X2021607_152","X2021607_153","X2021607_154","X2021607_157","X2021607_158","X2021607_159","X2021607_160","X2021607_161","X2021607_162","X2021607_163","X2021607_164","X2021607_165","X2021607_176","X2021607_183","X2021607_184","X2021607_185","X2021607_190","X2021607_191","X2021607_192","X2021607_193","X2021607_194","X2021607_195","X2021607_197","X2021607_198","X2021607_1EB190521","X2021607_1LB210521","X2021607_1LB270521","X2021607_220","X2021607_223","X2021607_225","X2021607_226","X2021607_228","X2021607_229","X2021607_230","X2021607_231","X2021607_273","X2021607_284","X2021607_2EB110521","X2021607_EB040821","X2021607_EB100821","X2021607_EB230821","X2021607_LB230821","Mock_v5_NF_br1","Mock_v5_NF_br2","Mock_v5_NF_br3","NTC_NF"
"Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Mallotus","Mallotus villosus","GG01_004014184",0.952,0.952662721893491,15894731,3,28540,2,1,21,4,6,7,3,1,100009,0,12166,10,8,2,10,5441,1,83179,111757,64761,169837,71178,88601,8,34505,6316,5,31536,13,0,12291,8,9,5542,0,3081,1,1,1,349919,983594,768692,537407,1084434,276968,338909,933138,350289,418255,869613,122334,115114,841783,604130,668874,607835,950959,0,2415,10,2243,13914,8,3,864,12,6179,1163,0,0,4,349120,781369,230442,820493,117712,1291909,257417,136584,0,1,0,0,1,8,0,83473,41210,107065,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Artediellus|Icelus","Artediellus atlanticus|Icelus cataphractus|Icelus spatula","GG01_000531741",0.946,0.947058823529412,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,107,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Liparidae","Liparis","Liparis montagui","GG01_007631223",0.93,0.912790697674419,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Artediellus","Artediellus scaber","GG01_000655182",0.988,0.95906432748538,19451,0,0,0,0,0,0,0,0,0,0,2,0,0,19275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,20,73,76,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Triglops","Triglops murrayi|Triglops pingelii","GG01_001114991",0.953,0.912280701754386,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus scorpius","GG01_001353294",0.911,0.912280701754386,239790,1,0,0,0,11,0,0,0,1,0,17,0,0,0,0,0,1,0,0,1,1,0,3,1,0,2,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,2,3,2,2,17683,3,10356,5,0,0,22851,4,6,4,6030,0,23489,0,0,0,0,0,0,4,0,2,0,0,0,2,2,4,1,16765,3,2,3,1,0,0,0,0,0,0,54581,32060,55873,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Triglops","Triglops murrayi","GG01_003879082",1,0.947058823529412,6621,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,98,136,0
"Animalia","Chordata","Teleostei","Perciformes","Anarhichadidae","Anarhichas","Anarhichas spp.","GG01_005196189",0.962,0.936046511627907,438125,0,11202,0,0,1,5,0,1,0,0,9,0,48735,24790,25270,0,3,1,1,0,1,0,2,0,1,1,0,0,3,1,19083,0,27337,6253,2,54551,0,29165,0,0,0,2,4,63361,4,18099,1,4,5,2,405,25940,0,0,7713,3,1,4,8300,0,1,20393,1808,1,0,6,1,1,5,11308,0,0,0,8,1,11,608,16666,3,16546,13,0,0,0,0,1,3,0,199,139,137,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Cottidae","Taurulus","Taurulus bubalis","GG01_004676460",1,0.988095238095238,21299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16758,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4531,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Cyclopteridae","Cyclopterus","Cyclopterus lumpus","GG01_000015044",0.994,0.994117647058824,512577,0,0,0,1,7,3,1,0,1,0,19,0,4,5,6,0,1,2,1,1,0,0,3,0,0,2,0,2,7,0,3,0,3,2,4,5,0,5,0,0,0,10253,41229,8,7395,8966,4440,3,24118,100,9502,12,0,12259,31018,29748,38335,15317,42357,0,1,4,2,2,1,4,0,14028,7,0,0,0,0,30475,4,12,0,20760,5135,35955,16306,0,0,0,0,0,0,0,40081,23405,51247,0
"Animalia","Chordata","Teleostei","Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","GG01_000191793",0.983,0.982558139534884,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,116,214,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Liparidae","Careproctus","Careproctus reinhardti","GG01_001007994",1,0.964285714285714,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,23,57,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Liparidae","Liparis","Liparis fabricii|Liparis inquilinus|Liparis liparis","GG01_003098290",1,1,155924,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,23639,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,56168,0,0,3,0,1,0,0,0,3,4,3,0,0,3,1,9337,1,4423,3,0,1,3,0,4,1,17643,0,0,0,0,1,1,0,1,2,1,0,0,0,0,44640,1,3,1,1,0,0,2,0,0,0,0,0,0,0,4,4,11,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes spp.","GG01_003221632",0.935672514619883,0.935672514619883,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,7,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Teleostei","Scorpaeniformes","Scorpaenidae","Sebastes","Sebastes spp.","GG01_003769639",0.977,0.965116279069767,7813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,35,0,0,1,1032,0,0,0,3528,0,279,0,0,0,0,0,0,0,379,0,0,0,0,1,0,0,0,0,481,2044,0,0,0,0,0,0,0,0,12,0,0,0
"Animalia","Chordata","Teleostei","Perciformes","Stichaeidae","Leptoclinus","Leptoclinus maculatus","GG01_000000055",1,0.994082840236686,420224,0,0,0,0,12,43049,0,2,15586,0,42,0,6,7,8959,0,0,2,1,0,48,0,15654,1,0,2,1,0,3,2,1,1,3,4,1,4384,0,3,0,0,1,5,13,19,9,12,10,11,16,3,2,13,0,3,10,13,16,12,5988,0,2,566,1795,4,0,3,1,3,4,5,0,0,0,5,9,2108,5,10,7,18,16,0,0,0,0,0,0,0,124163,64953,132617,0
"Animalia","Chordata","Teleostei","Perciformes","Zoarcidae","Lycodes","Lycodes vahlii","GG01_000155293",1,0.988095238095238,18744,0,0,0,0,0,0,0,5219,0,0,1,0,2990,0,2131,0,0,0,0,0,0,0,0,0,0,1,0,0,7774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,169,240,211,0
"Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides platessoides","GG01_001774084",0.971,0.970588235294118,2301256,4,3,0,0,18618,7,22988,2,1,1,883443,0,33279,42051,22473,15166,9811,70650,4,11455,6,0,108057,0,32666,21782,2,20415,26433,1,1,0,9,6,17466,6,0,4,0,0,0,12,8912,17607,31779,17,31599,15483,79177,3,5419,15,2,1,10712,9220,17039,10,2315,0,38501,35462,41703,3057,3,49008,2185,16258,6,16114,1,0,3,12507,15,70954,3,26,29,30809,77,0,0,0,0,0,2,1,157860,83422,157118,0
"Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus kitt","GG01_004419749",0.942,0.92,11440,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,1701,1,0,0,0,1297,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,7142,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0
"Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes platessa","GG01_000035125",0.97,0.970588235294118,966,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,3,125,0,8,0,0,0,7,15,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,1,1,0,0,0,0,0,0,0,0,179,101,444,0
"Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys flesus","GG01_000197358",0.958,0.947368421052632,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0
"Animalia","Chordata","Teleostei","Pleuronectiformes","Pleuronectidae",NA,NA,"GG01_000022126",0.887005649717514,0.887005649717514,112,0,0,0,0,0,0,0,0,0,0,95,0,1,1,0,0,0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0
"Animalia","Chordata","Teleostei","Pleuronectiformes","Scophthalmidae","Scophthalmus","Scophthalmus maximus","GG01_001160129",1,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0
"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Salmo","Salmo salar","GG01_003613990",0.931,0.931428571428571,2211326,2,1,0,0,0,0,19073,0,0,0,21,0,0,3,2,0,1,1,0,2,1,0,10,1,2,1,0,1,3,0,1,0,3,1,0,1,0,8,0,0,0,29846,69857,56354,43859,20487,72143,94785,16302,1,34157,68343,0,1,27331,84587,47617,72231,14863,0,93114,6,13132,175911,107197,35534,19901,134531,422475,232289,0,0,1,93357,24663,22654,21741,11316,6196,13450,11341,0,0,0,0,0,0,1,203,94,315,1
"Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Salvelinus","Salvelinus alpinus","GG01_000103544",0.971,0.971428571428571,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,42,0
"Animalia","Chordata","Aves","Charadriiformes","Alcidae","Alca","Alca torda","GG01_009232988",0.994,0.939890710382514,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus","GG01_002413954",1,1,15283,0,0,0,6547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8091,0,0,0,0,642,0,0,0,0,0,0
"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Capra","Capra hircus","GG01_006157119",1,1,15491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15489,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis aries","GG01_002374009",0.994,0.994082840236686,5628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Alces","Alces alces","GG01_002990936",0.994,0.976331360946746,1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa","GG01_002403013",0.971,0.96,28230,0,0,0,0,0,0,0,0,0,7755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,17851,0,0,0,45,0,0,0,2533,0,1,0,0,0,0,28,0,0,2,0
"Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus","GG01_002345262",0.934,0.88953488372093,165,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Mammalia","Carnivora","Phocidae","Pusa","Pusa hispida","GG01_008040437",0.982,0.982456140350877,49,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Orcinus","Orcinus orca","GG01_004350479",0.926,0.846590909090909,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Balaenoptera","Balaenoptera physalus","GG01_005118930",1,1,20303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,534,2975,0,54,0,288,7920,0,0,0,0,0,0,2,0,0,0,0,0
"Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Megaptera","Megaptera novaeangliae","GG01_004232954",0.994,0.988304093567251,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Cephalorhynchus","Cephalorhynchus heavisidii","GG01_004868772",0.965,0.964912280701754,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Lagenorhynchus","Lagenorhynchus albirostris","GG01_004697683",1,0.994152046783626,3544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,28,0,0,96,0,0,0,0,0,13,105,48,30,241,0,279,162,0,0,67,0,0,0,11,23,0,0,0,95,87,0,196,67,619,1181,96,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Chordata","Mammalia","Cetacea","Phocoenidae","Phocoena","Phocoena phocoena","GG01_001596664",1,1,45463,0,0,0,0,0,4,0,0,0,0,80,0,182,0,4156,0,0,0,0,0,0,376,1231,0,0,0,0,0,4301,0,0,0,2268,0,0,1315,0,0,0,0,0,261,272,4671,0,2930,229,95,703,0,221,1842,150,0,61,269,40,547,8808,0,163,4758,288,210,0,0,0,149,1,2364,0,0,0,80,7,125,5,579,395,557,769,0,0,0,0,0,0,0,0,1,0,0
"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Lemmus","Lemmus trimucronatus","GG01_002455349",0.97,0.93491124260355,4229,0,0,0,0,0,4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animalia","Echinodermata","Echinoidea",NA,NA,NA,NA,"GG01_001116193",0.71264367816092,0.71264367816092,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,21,416,0
"Animalia","Echinodermata","Echinoidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","GG01_002637702",1,0.682539682539683,1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,884,0,109,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
